CUSTOMER_ID,ORDER_ID,item1,item2,item3,RECOMMENDATION 1,RECOMMENDATION 2,RECOMMENDATION 3
80363740,4763481822,75 pc Family Mixed Wings,Large Veggie Sticks Spicy,Fried Corn - Large,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
524447456,7181101360,Triple Chocolate Cake,10 pc Grilled Wings Combo,8 pc Spicy Wings Combo,Ranch Dip - Regular,Fried Corn - Regular,8 pc Crispy Strips Combo
315733057,3628400623,Fried Corn - Large,Ranch Dip - Regular,10 pc Grilled Wings Combo,Veggie Sticks Spicy,Dipping Sauce,10 pc Mixed Wings Combo
168193264,212931472,Ranch Dip - Large,10 pc Grilled Wings,Large Veggie Sticks Spicy,2 pc Crispy Strips,10 pc Spicy Wings,Regular Buffalo Fries
494921019,5607933866,6 pc Grilled Wings Combo,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo,20pc Spicy Feast Deal
813865780,843353553,6 pc Strips Meal for 2,75 pc Family Mixed Wings,Large Fruit Punch,Fried Corn - Large,Ranch Dip - Regular,Regular Buffalo Fries
366771675,8812752288,Cheese Fries - Large,Regular Buffalo Fries,15 pc Spicy Wings,2 pc Crispy Strips,10 pc Spicy Wings,Veggie Sticks Spicy
866086609,5847863983,32 Oz Soda,20pc Spicy Feast Deal,2 pc Crispy Strips,Regular Buffalo Fries,Ranch Dip - Regular,Large Buffalo Fries
364270870,8866492854,Fried Corn - Regular,10 pc Grilled Wings,Veggie Sticks Spicy,Ranch Dip - Regular,Ranch Dip - Large,Blue Cheese Dip - Regular
47599717,8742060403,10 pc Spicy Wings,Fried Corn - Regular,Veggie Sticks Spicy,Ranch Dip - Regular,Blue Cheese Dip - Regular,Ranch Dip - Large
747711800,3271887051,15 pc Grilled Wings,Ranch Dip - Regular,2 pc Crispy Strips,Carrot Sticks,Veggie Sticks Spicy,Regular Buffalo Fries
303359421,8517312532,Large Fruit Punch,Fried Corn - Regular,Flavor Platter Grilled,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
656646304,4166370839,Large Buffalo Fries,Ranch Dip - Large,40 pc Family Spicy Wings,Fried Corn - Large,Large Veggie Sticks Spicy,Cheese Dip - Regular
919383131,7052765248,10 pc Grilled Wings,Blue Cheese Dip - Large,Fried Corn - Regular,Regular Buffalo Fries,Large Veggie Sticks Spicy,8 pc Grilled Wings Combo
20056926,3044013178,4 pc Crispy Strips,20 pc Grilled Wings,Ranch Dip - Regular,Regular Buffalo Fries,Cheese Fries - Regular,15 pc Spicy Wings
421052142,383051095,Ranch Dip - Regular,10 pc Spicy Wings,Fried Corn - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries,Large Buffalo Fries
401569422,9112164971,Veggie Sticks Spicy,Ranch Dip - Large,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,5 pc Crispy Strips Combo
54774296,5556328,20pc Spicy Feast Deal,Large Buffalo Fries,Add 5 Grilled Wings,Ranch Dip - Regular,2 pc Crispy Strips,Add 5 Spicy Wings
365982870,5791873420,Regular Buffalo Fries,8 pc Grilled Wings Combo,Add 5 Grilled Wings,Legendary Feast Bundle,Ranch Dip - Regular,6 pc Grilled Wings Combo
314629368,3656914730,8 pc Mixed Wings Combo,10 pc Grilled Wings Combo,Veggie Sticks,Add 5 Grilled Wings,Ranch Dip - Regular,Regular Buffalo Fries
505867016,3518269386,Ranch Dip - Regular,20 Oz Soda,10 pc Spicy Wings,6 pc Grilled Wings Combo,Buffalo Fries,Add 5 Grilled Wings
596647702,5495230392,Ranch Dip - Regular,Veggie Sticks Spicy,Regular Buffalo Fries,15 pc Mixed Wings,20pc Spicy Feast Deal,20 pc Grilled Wings
247950793,4238309587,Ranch Dip - Regular,Add 5 Spicy Wings,Veggie Sticks Spicy,10 pc Grilled Wings Combo,20pc Spicy Feast Deal,8 pc Grilled Wings Combo
727735141,9503954287,10 pc Grilled Wings,6 pc Spicy Wings Combo,Add 5 Spicy Wings,Ranch Dip - Regular,Blue Cheese Dip - Regular,10 pc Spicy Wings
874632480,7578131243,20 pc Grilled Wings,Ranch Dip - Regular,Regular Buffalo Fries,Cheese Fries - Regular,2 pc Crispy Strips,Chicken Sub Combo
454149467,5546805557,Regular Buffalo Fries,4 pc Crispy Strips,Chicken Sub,Ranch Dip - Regular,Voodoo Fries - Regular,30 pc Family Spicy Wings
322427036,7303368212,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,Veggie Sticks Spicy,20pc Spicy Feast Deal,10 pc Spicy Wings Combo,Ranch Dip - Regular
742366367,1680125849,6 pc Strips Meal for 2,Ranch Dip - Regular,Wings Lunch Combo,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
171511753,3342117117,3 pc Crispy Strips Combo,Cheese Dip - Medium,10 pc Grilled Wings Combo,2 pc Crispy Strips,Ranch Dip - Large,Ranch Dip - Regular
700022050,1860011666,Large Buffalo Fries,20pc Spicy Feast Deal,Large Fruit Punch,Add 5 Spicy Wings,Dipping Sauce,10 pc Spicy Wings
766711618,1958104576,Add 5 Spicy Wings,10 pc Grilled Wings Combo,2 pc Crispy Strips,Regular Buffalo Fries,4 pc Crispy Strips,Ranch Dip - Regular
192890999,7343673588,30 pc Mixed Wings,Regular Buffalo Fries,3 pc Crispy Strips Combo,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
922165209,8992642594,Cheese Fries - Regular,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Spicy Wings,20 pc Spicy Wings,10 pc Grilled Wings
185353579,8804388400,20pc Spicy Feast Deal,Ranch Dip - Large,Fried Corn - Regular,Veggie Sticks Spicy,Large Veggie Sticks Spicy,32 Oz Soda
318840047,4737210194,20 Oz Soda,20pc Spicy Feast Deal,5 pc Crispy Strips Combo,2 pc Crispy Strips,Add 5 Spicy Wings,8 pc Mixed Wings Combo
682388794,7925803227,8 pc Spicy Wings Combo,Large Buffalo Fries,Chicken Sub Combo,24 pc Family Grilled Wings,6 pc Spicy Wings Combo,25 pc Game Day Pack
163772119,7880238063,10 pc Mixed Wings Combo,10 pc Grilled Wings Combo,6 pc Grilled Wings Combo,2 pc Crispy Strips,Add 5 Spicy Wings,Dipping Sauce
388295967,1317989663,20 Oz Soda,Ranch Dip - Regular,15 pc Spicy Wings,Fried Corn - Regular,10 pc Spicy Wings,Large Buffalo Fries
899323724,593449461,20pc Spicy Feast Deal,10 pc Spicy Wings,Voodoo Fries - Regular,Chicken Sub,Ranch Dip - Regular,Regular Buffalo Fries
852659933,4518012030,Ranch Dip - Regular,10 pc Grilled Wings,8 pc Spicy Wings Combo,10 pc Grilled Wings Combo,Regular Buffalo Fries,6 pc Spicy Wings Combo
44500511,4911277420,Ranch Dip - Regular,Chicken Sub,Chicken Sub Combo,10 pc Spicy Wings,6 pc Grilled Wings Combo,10 pc Grilled Wings Combo
855343509,6778835137,Ranch Dip - Large,20pc Spicy Feast Deal,20 Oz Soda,Large Veggie Sticks Spicy,Fried Corn - Regular,32 Oz Soda
297854432,3156933766,20pc Spicy Feast Deal,15 pc Grilled Wings,Ranch Dip - Regular,Large Buffalo Fries,20 pc Grilled Wings,Regular Buffalo Fries
665170815,2326194829,10 pc Grilled Wings,Ranch Dip - Regular,10 pc Spicy Wings Combo,Blue Cheese Dip - Regular,15 pc Spicy Wings,10 pc Grilled Wings Combo
128038914,8432644352,20 Oz Soda,Large Buffalo Fries,7 pc Crispy Strips,6 pc Mixed Wings Combo,Ranch Dip - Regular,3 pc Crispy Strips Combo
223627884,6170144901,Regular Buffalo Fries,10 pc Grilled Wings,6 pc Grilled Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,Ranch Dip - Large
121913804,9060347619,Large Buffalo Fries,Ranch Dip - Regular,20 pc Spicy Wings,10 pc Spicy Wings,Veggie Sticks Spicy,20 pc Grilled Wings
61900325,8886736318,Add 5 Spicy Wings,Large Buffalo Fries,Add 5 Grilled Wings,Flavor Platter,Legendary Feast Bundle,20pc Spicy Feast Deal
850757606,8215461140,Fried Corn - Large,15 pc Mixed Wings Combo,2 pc Crispy Strips,Regular Buffalo Fries,Ranch Dip - Large,Ranch Dip - Regular
361417295,6709854601,Large Buffalo Fries,15 pc Spicy Wings,5 pc Crispy Strips Combo,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
913033698,5156937997,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo,Veggie Sticks Spicy,Ranch Dip - Regular,Blue Cheese Dip - Regular,Fried Corn - Regular
864699842,5264953502,32 Oz Soda,Domestic Lager,20 Oz Soda,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
920572252,5756782936,Ranch Dip - Regular,Add 5 Spicy Wings,3 Strips Lunch,20 Oz Soda,Chicken Sub,Add 5 Grilled Wings
245145291,6465033415,10 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Ranch Dip - Regular,Fried Corn - Large,Dipping Sauce,10 pc Spicy Wings
927800235,2088803697,8 pc Spicy Wings Combo,15 pc Grilled Wings Combo,Blue Cheese Dip - Regular,15 pc Grilled Wings,10 pc Grilled Wings Combo,Honey Mustard Dip - Regular
192068298,9921131144,2 pc Crispy Strips,Large Fruit Punch,Add 5 Spicy Wings,50 pc Family Mixed Wings,24 pc Family Grilled Wings,20pc Spicy Feast Deal
974091201,8543378696,20pc Spicy Feast Deal,20 Oz Soda,Ranch Dip - Large,6 pc Mixed Wings Combo,Large Buffalo Fries,Fried Corn - Regular
577143156,4386690064,Ranch Dip - Regular,10 pc Grilled Wings,Regular Buffalo Fries,Veggie Sticks Spicy,10 pc Spicy Wings,Chicken Sub
732763986,8833118609,30 pc Family Grilled Wings,Fried Corn - Large,15 pc Grilled Wings Combo,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
930765144,728026822,10 pc Spicy Wings Combo,Voodoo Fries - Large,Ranch Dip - Regular,10 pc Grilled Wings Combo,15 pc Spicy Wings,20pc Spicy Feast Deal
542063001,6964422874,2 pc Crispy Strips,10 pc Grilled Wings Combo,Ranch Dip - Regular,6 pc Grilled Wings Combo,Dipping Sauce,Add 5 Spicy Wings
560482421,2619394683,15 pc Grilled Wings Combo,10 pc Grilled Wings,20pc Spicy Feast Deal,Ranch Dip - Regular,Carrot Sticks,Ranch Dip - Large
494109314,112434716,8 pc Grilled Wings Combo,15 pc Spicy Wings,7 pc Crispy Strips,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
969808904,4226127641,10 pc Spicy Wings Combo,3 pc Crispy Strips Combo,6 pc Spicy Wings Combo,6 pc Grilled Wings Combo,10 pc Grilled Wings Combo,Fried Corn - Regular
268717897,391807446,Regular Buffalo Fries,6 pc Grilled Wings Combo,Add 5 Spicy Wings,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo,Ranch Dip - Regular
326938340,9255777990,Chicken Sub,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo,Ranch Dip - Regular,8 pc Grilled Wings Combo,Chicken Sub Combo
886813829,4104732249,Chicken Sub Combo,24 pc Family Grilled Wings,Chicken Sub,Fried Corn - Regular,10 pc Grilled Wings Combo,2 pc Crispy Strips
291986419,9652773670,6 pc Spicy Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings,6 pc Grilled Wings Combo,2 pc Crispy Strips,Celery Sticks
682069989,4840459795,10 pc Spicy Wings,7 pc Crispy Strips,Large Buffalo Fries,Ranch Dip - Regular,Ranch Dip - Large,Cheese Dip - Medium
557641370,4504947430,Regular Buffalo Fries,Ranch Dip - Regular,8 pc Grilled Wings Combo,Dipping Sauce,Chicken Sub,Veggie Sticks Spicy
38672775,7588686121,5 pc Crispy Strips Combo,Ranch Dip - Regular,8 pc Grilled Wings Combo,Honey Mustard Dip - Regular,Large Buffalo Fries,Dipping Sauce
24124119,4804648767,10 pc Spicy Wings Combo,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,10 pc Spicy Wings,Ranch Dip - Regular,6 pc Spicy Wings Combo
604425244,9635883148,Carrot Sticks,10 pc Grilled Wings,Ranch Dip - Regular,Voodoo Fries - Large,Regular Buffalo Fries,Blue Cheese Dip - Regular
210925501,345701565,Ranch Dip - Regular,20pc Spicy Feast Deal,Voodoo Fries - Large,Dipping Sauce,Fried Corn - Large,Fried Corn - Regular
960007282,2735628080,20 Oz Soda,Ranch Dip - Regular,20 pc Grilled Wings,Large Buffalo Fries,Regular Buffalo Fries,Chicken Sub Combo
786655671,933812866,10 pc Spicy Wings Combo,6 pc Strips Meal for 2,Fried Corn - Regular,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
628926889,8226771121,10 pc Grilled Wings Combo,Regular Buffalo Fries,Ranch Dip - Regular,10 pc Spicy Wings,Add 5 Grilled Wings,Veggie Sticks Spicy
131084573,6573347725,Fried Corn - Large,Chicken Sub Combo,2 pc Crispy Strips,Add 5 Grilled Wings,10 pc Spicy Wings Combo,20pc Spicy Feast Deal
601048801,1521389865,Regular Buffalo Fries,Ranch Dip - Regular,10 pc Grilled Wings,10 pc Spicy Wings,Veggie Sticks Spicy,4 pc Crispy Strips
388942554,6565660501,Regular Buffalo Fries,2 pc Crispy Strips,15 pc Grilled Wings,Ranch Dip - Regular,6 pc Spicy Wings Combo,Ranch Dip - Large
636666470,5849629760,10 pc Grilled Wings Combo,Regular Buffalo Fries,Ranch Dip - Regular,10 pc Grilled Wings,2 pc Crispy Strips,Add 5 Spicy Wings
438145746,3231333615,2 pc Crispy Strips,6 pc Mixed Wings Combo,Fried Corn - Regular,Ranch Dip - Regular,6 pc Spicy Wings Combo,6 pc Grilled Wings Combo
690429788,210941796,10 pc Spicy Wings,10 pc Mixed Wings,Ranch Dip - Regular,Large Buffalo Fries,7 pc Crispy Strips,10 pc Grilled Wings
711114047,989955882,Regular Buffalo Fries,Chicken Sub,10 pc Grilled Wings,Ranch Dip - Regular,Ranch Dip - Large,Blue Cheese Dip - Regular
14317935,9784043091,Large Buffalo Fries,Large Veggie Sticks Spicy,Blue Cheese Dip - Large,30 pc Grilled Wings,30 pc Family Mixed Wings,20 pc Spicy Wings
533871373,330744085,15 pc Grilled Wings,Regular Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Regular,Ranch Dip - Large,6 pc Spicy Wings Combo
199559621,9852581132,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo,Chicken Sub,Triple Chocolate Cake,Ranch Dip - Regular,8 pc Grilled Wings Combo
934035857,9099645099,2 pc Crispy Strips,32 Oz Soda,10 pc Spicy Wings Combo,20pc Spicy Feast Deal,6 pc Strips Meal for 2,Ranch Dip - Regular
784240669,7066723240,Chicken Sub Combo,Chicken Sub,25 pc Game Day Pack,Ranch Dip - Large,6 pc Grilled Wings Combo,20pc Spicy Feast Deal
674694786,5594519086,Large Buffalo Fries,15 pc Spicy Wings,Ranch Dip - Regular,Add 5 Spicy Wings,Fried Corn - Large,Blue Cheese Dip - Regular
594035041,4585144849,6 pc Mixed Wings Combo,Regular Buffalo Fries,Ranch Dip - Large,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
205613275,1204068454,Ranch Dip - Regular,10 pc Spicy Wings Combo,Fried Corn - Regular,6 pc Grilled Wings Combo,10 pc Grilled Wings Combo,Veggie Sticks
271259619,6381949545,Chicken Sub,6 pc Grilled Wings Combo,8 pc Spicy Wings Combo,8 pc Grilled Wings Combo,Ranch Dip - Regular,5 pc Crispy Strips Combo
23605398,5419425706,Add 5 Spicy Wings,10 pc Spicy Wings,Regular Buffalo Fries,Ranch Dip - Regular,15 pc Grilled Wings,Chicken Sub Combo
933761219,9459593044,Fried Corn - Large,Voodoo Fries - Large,Ranch Dip - Large,50 pc Family Grilled Wings,Flavor Platter,30 pc Crispy Strips
504956560,7778977823,Add 5 Spicy Wings,Large Buffalo Fries,15 pc Grilled Wings Combo,Add 5 Grilled Wings,2 pc Crispy Strips,Ranch Dip - Regular
539407307,9684498357,Ranch Dip - Large,Cheese Fries - Large,15 pc Grilled Wings,Veggie Sticks Spicy,10 pc Spicy Wings,25 pc Game Day Pack
777782904,9811510074,6 pc Spicy Wings Combo,10 pc Grilled Wings,Ranch Dip - Regular,6 pc Grilled Wings Combo,Add 5 Spicy Wings,Fried Corn - Regular
594970770,6082031819,4 pc Crispy Strips,Cheese Fries - Large,20 pc Grilled Wings,Ranch Dip - Large,Ranch Dip - Regular,Chicken Sub
367538574,8887895925,Regular Buffalo Fries,100 pc Mixed Wings,50 pc Mixed Wings,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
871695150,6450373778,10 pc Spicy Wings,Ranch Dip - Regular,10 pc Spicy Wings Combo,Chicken Sub Combo,Honey Mustard Dip - Regular,Chicken Sub
364858673,6419006933,Large Buffalo Fries,10 pc Spicy Wings,Ranch Dip - Regular,10 pc Grilled Wings,10 pc Grilled Wings Combo,15 pc Spicy Wings
146287759,2699835774,Ranch Dip - Regular,Chicken Sub,Regular Buffalo Fries,2 pc Crispy Strips,10 pc Grilled Wings,15 pc Spicy Wings
375539392,1369707677,Regular Buffalo Fries,Fried Corn - Regular,Ranch Dip - Regular,15 pc Grilled Wings,10 pc Spicy Wings,20 pc Mixed Wings
132047753,1532663577,Large Buffalo Fries,Regular Buffalo Fries,Ranch Dip - Large,30 pc Crispy Strips,50 pc Grilled Wings,30 pc Grilled Wings
390619846,9069039966,6 pc Grilled Wings Combo,Add 5 Grilled Wings,Ranch Dip - Regular,10 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Veggie Sticks Spicy
815481224,2242828550,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Ranch Dip - Regular,Dipping Sauce,2 pc Crispy Strips,Fried Corn - Regular
680623681,7987626765,Add 5 Spicy Wings,Ranch Dip - Regular,10 pc Grilled Wings Combo,5 pc Crispy Strips Combo,Add 5 Grilled Wings,8 pc Grilled Wings Combo
512708202,4781334962,2 pc Crispy Strips,Regular Buffalo Fries,Ranch Dip - Large,10 pc Mixed Wings,Fried Corn - Regular,15 pc Grilled Wings
840902409,3315199250,4 pc Crispy Strips,Ranch Dip - Regular,10 pc Spicy Wings,Regular Buffalo Fries,15 pc Grilled Wings,Add 5 Grilled Wings
921098580,8148014460,Ranch Dip - Regular,15 pc Grilled Wings,15 pc Spicy Wings,Blue Cheese Dip - Regular,Voodoo Fries - Regular,Veggie Sticks Spicy
620182438,4713753427,10 pc Spicy Wings,Ranch Dip - Regular,Legendary Feast Bundle,Regular Buffalo Fries,Voodoo Fries - Regular,Large Buffalo Fries
161201112,1975968642,Ranch Dip - Regular,75 pc Family Mixed Wings,15 pc Grilled Wings,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
77560855,2552588928,Large Veggie Sticks,Ranch Dip - Regular,20 Oz Soda,20pc Spicy Feast Deal,Flavor Platter,Ranch Dip - Regular
30092310,4603054513,20 Oz Soda,24 pc Family Grilled Wings,Add 5 Grilled Wings,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
554453055,938297015,Cheese Fries - Regular,Chicken Sub,20 pc Grilled Wings,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
236035906,4321092455,20 pc Mixed Wings,20 pc Grilled Wings,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Regular,Ranch Dip - Large
302382256,3962842818,Large Buffalo Fries,10 pc Spicy Wings,Chicken Sub,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
291452912,867995303,10 pc Spicy Wings Combo,Triple Chocolate Cake,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo,5 pc Crispy Strips Combo
375911020,368402530,Cheese Fries - Regular,Blue Cheese Dip - Regular,10 pc Grilled Wings Combo,Veggie Sticks Spicy,Large Buffalo Fries,Ranch Dip - Regular
444476360,303427061,7 pc Crispy Strips,Chicken Sub,4 pc Crispy Strips,Regular Buffalo Fries,10 pc Grilled Wings,Chicken Sub Combo
152480560,8081100487,Regular Buffalo Fries,15 pc Grilled Wings,Ranch Dip - Regular,10 pc Grilled Wings,Blue Cheese Dip - Regular,4 pc Crispy Strips
227373923,2548451770,Veggie Sticks Spicy,8 pc Grilled Wings Combo,Ranch Dip - Regular,8 pc Spicy Wings Combo,10 pc Spicy Wings Combo,2 pc Crispy Strips
747201425,6349086403,Fried Corn - Large,Ranch Dip - Regular,Large Buffalo Fries,20 pc Grilled Wings,Honey Mustard Dip - Regular,15 pc Grilled Wings
761607768,645444357,Ranch Dip - Large,20pc Spicy Feast Deal,32 Oz Soda,8 pc Grilled Wings Combo,Celery Sticks,Fried Corn - Regular
842733449,6396952241,20pc Spicy Feast Deal,Chicken Sub,Large Buffalo Fries,Ranch Dip - Large,Fried Corn - Regular,Ranch Dip - Regular
816535303,9575117054,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,Dipping Sauce,Ranch Dip - Regular,Add 5 Grilled Wings,5 pc Crispy Strips Combo
411529953,9417949779,Fried Corn - Regular,Regular Buffalo Fries,30 pc Grilled Wings,Ranch Dip - Large,Ranch Dip - Regular,Blue Cheese Dip - Regular
319084152,3969421881,Flavor Platter,10 pc Spicy Wings,Regular Buffalo Fries,Blue Cheese Dip - Regular,Ranch Dip - Regular,Chicken Sub Combo
370930081,5473578293,20 Oz Soda,10 pc Mixed Wings,Ranch Dip - Regular,8 pc Spicy Wings Combo,Chicken Sub,Regular Buffalo Fries
471563344,4270040680,6 pc Spicy Wings Combo,6 pc Grilled Wings Combo,Veggie Sticks Spicy,Ranch Dip - Regular,Cheese Dip - Large,Fried Corn - Large
985880410,1728267841,Regular Buffalo Fries,2 pc Crispy Strips,Ranch Dip - Regular,10 pc Grilled Wings,10 pc Grilled Wings Combo,Fried Corn - Regular
554381193,7840836849,Dipping Sauce,Chicken Sub Combo,2 pc Crispy Strips,10 pc Grilled Wings Combo,Ranch Dip - Regular,8 pc Grilled Wings Combo
954735225,6485585475,15 pc Grilled Wings,Regular Buffalo Fries,Fried Corn - Large,Ranch Dip - Regular,Blue Cheese Dip - Regular,Ranch Dip - Large
282899451,2388027509,8 pc Spicy Wings Combo,Ranch Dip - Regular,Regular Buffalo Fries,20 Oz Soda,15 pc Grilled Wings,15 pc Spicy Wings
165031272,6150693082,8 pc Grilled Wings Combo,Triple Chocolate Cake,10 pc Spicy Wings,Voodoo Fries - Regular,Ranch Dip - Regular,Regular Buffalo Fries
400119647,7272353063,Add 5 Spicy Wings,20pc Spicy Feast Deal,Blue Cheese Dip - Regular,Regular Buffalo Fries,15 pc Mixed Wings,Ranch Dip - Regular
145533966,2830756398,Ranch Dip - Regular,20 pc Mixed Wings,Large Buffalo Fries,Veggie Sticks,2 pc Crispy Strips,10 pc Spicy Wings
369865551,7058100246,Ranch Dip - Regular,Fried Corn - Regular,Large Buffalo Fries,15 pc Spicy Wings,15 pc Grilled Wings,40 pc Family Spicy Wings
829177060,2947375396,Dipping Sauce,10 pc Spicy Wings Combo,10 pc Grilled Wings Combo,Ranch Dip - Regular,2 pc Crispy Strips,Ranch Dip - Large
840283816,5717084269,6 pc Grilled Wings Combo,10 pc Mixed Wings Combo,10 pc Spicy Wings Combo,Cheese Dip - Large,Cheese Dip - Medium,8 pc Grilled Wings Combo
946523371,10304715,Ranch Dip - Large,Chicken Sub Combo,32 Oz Soda,20pc Spicy Feast Deal,20 pc Grilled Wings,10 pc Grilled Wings Combo
822161531,9542471282,20 pc Mixed Wings,20pc Spicy Feast Deal,Regular Buffalo Fries,Honey Mustard Dip - Regular,Blue Cheese Dip - Regular,Ranch Dip - Large
702350079,5200412964,24 pc Family Grilled Wings,4 pc Crispy Strips,10 pc Spicy Wings,Ranch Dip - Regular,Fried Corn - Regular,Regular Buffalo Fries
948225412,6806712765,Ranch Dip - Large,Fried Corn - Regular,4 pc Crispy Strips,Regular Buffalo Fries,Ranch Dip - Regular,15 pc Grilled Wings Combo
395172543,5621871691,Regular Buffalo Fries,15 pc Spicy Wings,Large Buffalo Fries,Ranch Dip - Large,Blue Cheese Dip - Regular,Dipping Sauce
493000944,4969171459,10 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Veggie Sticks Spicy,Dipping Sauce,Cheese Dip - Medium,4 pc Crispy Strips
258115080,205348647,Large Buffalo Fries,6 pc Strips Meal for 2,Chicken Sub,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries
76205072,5949595841,6 pc Grilled Wings Combo,Ranch Dip - Regular,Chicken Sub Combo,Fried Corn - Large,8 pc Grilled Wings Combo,Veggie Sticks
985398096,3134908072,15 pc Spicy Wings,20 pc Grilled Wings,Cheese Fries - Large,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
528421418,2245282830,Add 5 Grilled Wings,2 pc Crispy Strips,20pc Spicy Feast Deal,Add 5 Spicy Wings,15 pc Grilled Wings Combo,Buffalo Fries
534055810,8411432964,10 pc Grilled Wings,Fried Corn - Regular,10 pc Spicy Wings,Ranch Dip - Regular,Blue Cheese Dip - Regular,Regular Buffalo Fries
207475094,2212713985,Large Buffalo Fries,20 pc Grilled Wings,Ranch Dip - Regular,20pc Spicy Feast Deal,Fried Corn - Regular,2 pc Crispy Strips
865300303,1825900796,Flavor Platter,Dipping Sauce,2 pc Crispy Strips,Large Buffalo Fries,Veggie Sticks Spicy,Cheese Dip - Medium
448180164,7056147825,100 pc Family Spicy Wings,Cheese Dip - Large,50 pc Family Spicy Wings,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
133986702,3865155854,15 pc Grilled Wings,Voodoo Fries - Regular,Ranch Dip - Regular,Add 5 Spicy Wings,Fried Corn - Regular,Blue Cheese Dip - Regular
618529034,2809974464,Regular Buffalo Fries,7 pc Crispy Strips,Ranch Dip - Regular,10 pc Grilled Wings,Dipping Sauce,10 pc Grilled Wings Combo
235649333,6822048317,10 pc Spicy Wings,Regular Buffalo Fries,Ranch Dip - Regular,10 pc Grilled Wings,15 pc Spicy Wings,4 pc Crispy Strips
286692102,7086279196,8 pc Spicy Wings Combo,15 pc Grilled Wings,Blue Cheese Dip - Regular,Ranch Dip - Regular,15 pc Grilled Wings Combo,Regular Buffalo Fries
501704747,1080901131,Ranch Dip - Regular,10 pc Spicy Wings,2 pc Crispy Strips,Chicken Sub,Regular Buffalo Fries,20 Oz Soda
315918033,1268364080,Ranch Dip - Regular,Regular Buffalo Fries,2 pc Crispy Strips,15 pc Grilled Wings,10 pc Grilled Wings,10 pc Grilled Wings Combo
186831072,1080281570,Regular Buffalo Fries,Large Buffalo Fries,30 pc Grilled Wings,Ranch Dip - Regular,Ranch Dip - Large,Blue Cheese Dip - Regular
139622147,2136740251,8 pc Spicy Wings Combo,Ranch Dip - Regular,20 Oz Soda,10 pc Spicy Wings,10 pc Grilled Wings,Regular Buffalo Fries
422896212,6856514956,Add 5 Grilled Wings,Ranch Dip - Regular,10 pc Mixed Wings,Regular Buffalo Fries,Veggie Sticks Spicy,Blue Cheese Dip - Regular
613641739,2178455352,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,8 pc Spicy Wings Combo,Fried Corn - Large,Ranch Dip - Regular,6 pc Spicy Wings Combo
238232271,2662017729,20pc Spicy Feast Deal,8 pc Grilled Wings Combo,Fried Corn - Large,Ranch Dip - Large,Ranch Dip - Regular,20 Oz Soda
153963067,8746830457,30 pc Family Grilled Wings,Chicken Sub,Regular Buffalo Fries,Fried Corn - Regular,30 pc Family Spicy Wings,Fried Corn - Large
457144511,5707522838,Regular Buffalo Fries,Fried Corn - Regular,Ranch Dip - Regular,15 pc Grilled Wings,10 pc Spicy Wings,20 pc Grilled Wings
